"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с пробелом на конце","","2026-08-27","broken","2026-08-27","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","1","API. Авторизованный пользователь не может перевести валидную сумму с несуществующего счета на счет другого пользователя","","2026-08-27","broken","2026-08-27","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferFundsFromNonExistingAccountTest"
"","2","API. Неавторизованный пользователь не может получить список своих счетов","","2026-08-27","broken","2026-08-27","","API. Получение списка счетов пользователя","api.iteration_3.GetCustomerAccountsTest","unauthorizedUserCannotGetOwnAccountsTest"
"","2","API. Авторизованный пользователь не может перевести невалидную сумму на счет другого пользователя Сумма перевода больше максимальной","","2026-08-27","broken","2026-08-27","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountToAnotherUserAccountTest"
"","2","API. Администратор не может изменить профиль","","2026-08-27","broken","2026-08-27","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","adminCannotGetProfileTest"
"","5","API. Авторизованный пользователь может перевести валидную сумму на счет другого пользователя Сумма перевода: 0.02","","2026-08-27","broken","2026-08-27","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountToAnotherUserAccountTest"
"","2","API. Авторизованный пользователь может получить список транзакций по своему счету","","2026-08-27","broken","2026-08-27","","API. Получение списка транзакций по счету","api.iteration_3.GetAccountTransactionsTest","authorizedUserCanGetOwnAccountTransactionsTest"
"","11","UI. Пользователь не может пополнить свой счет с невалидной суммой Сумма пополнения больше максимальной","","2026-08-27","broken","2026-08-27","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithInvalidAmountTest"
"","3","API. Администратор может создать пользователя с валидными данными Создание пользователя с правами администратора","","2026-08-27","broken","2026-08-27","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCanCreateUserWithValidDataTest"
"","3","API. Администратор может удалить пользователя Удаление пользователя с правами администратора","","2026-08-27","broken","2026-08-27","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCanDeleteUserTest"
"","2","API. Авторизованный пользователь не может перевести невалидную сумму между своими счетами Сумма перевода больше максимальной","","2026-08-27","broken","2026-08-27","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountBetweenTheirAccountsTest"
"","2","UI. Пользователь может выполнить перевод на счет другого пользователя","","2026-08-27","broken","2026-08-27","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCanTransferFundsToAnotherUserAccountTest"
"","1","API. Неавторизованный пользователь не может изменить имя в профиле","","2026-08-27","broken","2026-08-27","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","unauthorizedUserCannotChangeNameTest"
"","2","API. Авторизованный пользователь может получить свой профиль","","2026-08-27","broken","2026-08-27","","API. Получение профиля пользователя","api.iteration_3.GetCustomerProfileTest","authorizedUserCanGetProfileTest"
"","9","UI. Пользователь может изменить имя в профиле","","2026-08-27","broken","2026-08-27","","UI. Обновление профиля пользователя","ui.iteration_2.UpdateCustomerProfileTest","userCanSetValidNameInProfileTest"
"","14","API. Администратор не может создать пользователя с невалидными данными Невалидный role","","2026-08-27","broken","2026-08-27","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","7086","API. Авторизованный пользователь не может выполнить перевод при ошибке соединения с фрод-сервисом (connection error)","","2026-08-27","passed","2026-08-27","","api.iteration_3.TransferFundsWithFraudCheckTest","api.iteration_3.TransferFundsWithFraudCheckTest","authorizedUserCannotTransferFundsWhenFraudServiceConnectionErrorTest"
"","6","API. Администратор не может создать пользователя с невалидными данными Username содержит спецсимвол","","2026-08-27","broken","2026-08-27","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2","API. Неавторизованный пользователь не может пополнить счет","","2026-08-27","broken","2026-08-27","","API. Пополнение счета","api.iteration_2.DepositAccountTest","unauthorizedUserCannotDepositAccountTest"
