"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","API. Администратор не может удалить пользователя через невалидный id","","2026-08-07","passed","2026-08-07","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCannotDeleteUserWithInvalidIdTest"
"","967","API. Авторизованный пользователь может перевести валидную сумму между своими счетами Сумма перевода: 0.02","","2026-08-07","passed","2026-08-07","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountBetweenTheirAccountsTest"
"","582","API. Авторизованный пользователь не может пополнить счет невалидной суммой Сумма пополнения равна 0","","2026-08-07","passed","2026-08-07","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAccountWithInvalidAmountTest"
"","172","API. Администратор не может создать пользователя с невалидными данными Пустой password","","2026-08-07","passed","2026-08-07","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","3565","UI. Пользователь не может пополнить свой счет с невалидной суммой Сумма пополнения равна 0","","2026-08-07","passed","2026-08-07","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithInvalidAmountTest"
"","592","API. Авторизованный пользователь не может пополнить счет невалидной суммой Сумма пополнения меньше минимальной","","2026-08-07","passed","2026-08-07","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAccountWithInvalidAmountTest"
"","16","API. Неавторизованный пользователь не может получить список своих счетов","","2026-08-07","passed","2026-08-07","","API. Получение списка счетов пользователя","api.iteration_3.GetCustomerAccountsTest","unauthorizedUserCannotGetOwnAccountsTest"
"","589","API. Авторизованный пользователь может пополнить счет Сумма пополнения: 5000.0","","2026-08-07","passed","2026-08-07","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCanDepositAccountTest"
"","1307","API. Авторизованный пользователь не может перевести невалидную сумму на счет другого пользователя Сумма перевода меньше минимальной","","2026-08-07","passed","2026-08-07","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountToAnotherUserAccountTest"
"","502","API. Авторизованный пользователь может создать счет","","2026-08-07","passed","2026-08-07","","API. Создание счета","api.iteration_1.CreateAccountTest","authorizedUserCanCreateAccountTest"
"","529","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с цифрой","","2026-08-07","passed","2026-08-07","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","98","API. Администратор может авторизоваться","","2026-08-07","passed","2026-08-07","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","417","API. Администратор не может создать пользователя с уже существующим username","","2026-08-07","passed","2026-08-07","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithExistingUsernameTest"
"","720","API. Неавторизованный пользователь не может получить список транзакций по своему счету","","2026-08-07","passed","2026-08-07","","API. Получение списка транзакций по счету","api.iteration_3.GetAccountTransactionsTest","unauthorizedUserCannotGetOwnAccountsTransactionsTest"
"","348","API. Администратор может удалить пользователя Удаление пользователя без прав администратора","","2026-08-07","passed","2026-08-07","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCanDeleteUserTest"
"","5885","UI. Пользователь не может выполнить перевод без указания счета отправителя","","2026-08-07","passed","2026-08-07","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCannotTransferFundsWithoutSenderAccountNumberTest"
"","174","API. Администратор не может создать пользователя с невалидными данными Невалидный role","","2026-08-07","passed","2026-08-07","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1316","API. Авторизованный пользователь может перевести валидную сумму на счет другого пользователя Сумма перевода: 0.02","","2026-08-07","passed","2026-08-07","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountToAnotherUserAccountTest"
"","5130","UI. Пользователь может изменить имя в профиле","","2026-08-07","passed","2026-08-07","","UI. Обновление профиля пользователя","ui.iteration_2.UpdateCustomerProfileTest","userCanSetValidNameInProfileTest"
"","968","API. Авторизованный пользователь может перевести валидную сумму между своими счетами Сумма перевода: 9999.99","","2026-08-07","passed","2026-08-07","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountBetweenTheirAccountsTest"
"","787","API. Авторизованный пользователь не может перевести валидную сумму на несуществующий счет","","2026-08-07","passed","2026-08-07","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferFundsIntoNonExistingAccountTest"
"","173","API. Администратор не может создать пользователя с невалидными данными Username содержит спецсимвол","","2026-08-07","passed","2026-08-07","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2552","UI. Пользователь может авторизоваться с валидными данными","","2026-08-07","passed","2026-08-07","","UI. Авторизация пользователя","ui.iteration_1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","2818","UI. Пользователь может создать аккаунт","","2026-08-07","passed","2026-08-07","","UI. Создание счета","ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","343","API. Администратор может удалить пользователя Удаление пользователя с правами администратора","","2026-08-07","passed","2026-08-07","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCanDeleteUserTest"
"","100","API. Администратор не может изменить профиль","","2026-08-07","passed","2026-08-07","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","adminCannotGetProfileTest"
"","946","API. Авторизованный пользователь не может перевести невалидную сумму между своими счетами Сумма перевода равна 0","","2026-08-07","passed","2026-08-07","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountBetweenTheirAccountsTest"
"","12","API. Пользователь не может авторизоваться с невалидными данными Password без строчной буквы","","2026-08-07","passed","2026-08-07","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","529","API. Авторизованный пользователь может получить список своих счетов","","2026-08-07","passed","2026-08-07","","API. Получение списка счетов пользователя","api.iteration_3.GetCustomerAccountsTest","authorizedUserCanGetOwnAccountsTest"
"","5430","UI. Пользователь не может выполнить перевод с невалидной суммой","","2026-08-07","passed","2026-08-07","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCannotTransferFundsWithInvalidAmountTest"
"","343","API. Пользователь может авторизоваться","","2026-08-07","passed","2026-08-07","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCanGenerateAuthTokenTest"
