"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","601","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя из трех слов","","2026-08-19","passed","2026-08-19","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","3390","UI. Пользователь не может пополнить свой счет с невалидной суммой Сумма пополнения равна 0","","2026-08-19","passed","2026-08-19","","UI. Пополнение счета","ui.iteration_2.DepositAccountTest","userCannotDepositAccountWithInvalidAmountTest"
"","229","API. Администратор не может создать пользователя с невалидными данными Невалидный role","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1399","API. Авторизованный пользователь может перевести валидную сумму на счет другого пользователя Сумма перевода: 0.02","","2026-08-19","passed","2026-08-19","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountToAnotherUserAccountTest"
"","478","API. Авторизованный пользователь может получить свой профиль","","2026-08-19","passed","2026-08-19","","API. Получение профиля пользователя","api.iteration_3.GetCustomerProfileTest","authorizedUserCanGetProfileTest"
"","1385","API. Авторизованный пользователь не может перевести невалидную сумму на счет другого пользователя Сумма перевода равна 0","","2026-08-19","passed","2026-08-19","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountToAnotherUserAccountTest"
"","97","API. Администратор не может создать счет","","2026-08-19","passed","2026-08-19","","API. Создание счета","api.iteration_1.CreateAccountTest","adminCannotCreateAccountTest"
"","209","API. Администратор не может создать пользователя с невалидными данными Username короче 3 символов","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","3277","UI. Администратор не может создать пользователя с невалидными данными","","2026-08-19","passed","2026-08-19","","UI. Создание пользователя","ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","559","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с двумя пробелами","","2026-08-19","passed","2026-08-19","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","578","API. Неавторизованный пользователь не может пополнить счет","","2026-08-19","passed","2026-08-19","","API. Пополнение счета","api.iteration_2.DepositAccountTest","unauthorizedUserCannotDepositAccountTest"
"","378","API. Администратор может удалить пользователя Удаление пользователя с правами администратора","","2026-08-19","passed","2026-08-19","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCanDeleteUserTest"
"","464","API. Авторизованный пользователь без прав администратора не может получить список пользователей","","2026-08-19","passed","2026-08-19","","API. Получение списка пользователей","api.iteration_3.GetAllUsersTest","authorizedUserWithoutAdminPermissionsCannotGetUsersListTest"
"","864","API. Пользователь без прав администратора не может удалить пользователя","","2026-08-19","passed","2026-08-19","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","userWithoutAdminPermissionsCannotDeleteUserTest"
"","213","API. Администратор не может создать пользователя с невалидными данными Password без строчной буквы","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","23","API. Пользователь не может авторизоваться с невалидными данными Password содержит пробел","","2026-08-19","passed","2026-08-19","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","1313","API. Авторизованный пользователь не может перевести сумму превышающую баланс на счет другого пользователя","","2026-08-19","passed","2026-08-19","","API. Перевод","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferAmountExceedingAccountBalanceTest"
"","4649","UI. Пользователь может выполнить перевод между своими счетами","","2026-08-19","passed","2026-08-19","","UI. Перевод","ui.iteration_2.TransferFundsTest","userCanTransferFundsBetweenTheirAccountsTest"
"","632","API. Авторизованный пользователь может создать счет","","2026-08-19","passed","2026-08-19","","API. Создание счета","api.iteration_1.CreateAccountTest","authorizedUserCanCreateAccountTest"
"","209","API. Администратор не может создать пользователя с невалидными данными Пустой password","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","204","API. Администратор не может создать пользователя с невалидными данными Password без заглавной буквы","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","652","API. Авторизованный пользователь может пополнить счет Сумма пополнения: 5000.0","","2026-08-19","passed","2026-08-19","","API. Пополнение счета","api.iteration_2.DepositAccountTest","authorizedUserCanDepositAccountTest"
"","98","API. Администратор не может удалить пользователя через невалидный id","","2026-08-19","passed","2026-08-19","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCannotDeleteUserWithInvalidIdTest"
"","212","API. Администратор не может создать пользователя с невалидными данными Password содержит пробел","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","562","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с пробелом на конце","","2026-08-19","passed","2026-08-19","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","95","API. Администратор не может получить список счетов","","2026-08-19","passed","2026-08-19","","API. Получение списка счетов пользователя","api.iteration_3.GetCustomerAccountsTest","adminCannotGetAccountsTest"
"","394","API. Неавторизованный пользователь не может удалить пользователя","","2026-08-19","passed","2026-08-19","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCannotDeleteUserWithoutAuthTest"
"","571","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя с цифрой","","2026-08-19","passed","2026-08-19","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","156","API. Неавторизованный пользователь не может создать пользователя","","2026-08-19","passed","2026-08-19","","API. Создание пользователя","api.iteration_1.CreateUserTest","unauthorizedUserCannotCreateUserTest"
"","564","API. Авторизованный пользователь не может изменить имя в профиле на невалидное Имя из одного слова","","2026-08-19","passed","2026-08-19","","API. Обновление профиля пользователя","api.iteration_2.UpdateCustomerProfileTest","authorizedUserCannotSetInvalidNameTest"
"","1266","API. Неавторизованный пользователь не может перевести валидную сумму на счет другого пользователя","","2026-08-19","passed","2026-08-19","","API. Перевод","api.iteration_2.TransferFundsTest","unauthorizedUserCannotTransferFundsTest"
"","395","API. Администратор может удалить пользователя Удаление пользователя без прав администратора","","2026-08-19","passed","2026-08-19","","API. Удаление пользователя","api.iteration_3.DeleteUserTest","adminCanDeleteUserTest"
"","24","API. Пользователь не может авторизоваться с невалидными данными Username содержит пробел","","2026-08-19","passed","2026-08-19","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","24","API. Пользователь не может авторизоваться с невалидными данными Password без заглавной буквы","","2026-08-19","passed","2026-08-19","","API. Авторизация пользователя","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
