"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","API. Пользователь не может авторизоваться с невалидными данными Username длиннее 15 символов","","2026-08-06","passed","2026-08-06","","api.iteration_1.LoginUserTest","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","495","API. Авторизованный пользователь не может пополнить несуществующий счет","","2026-08-06","passed","2026-08-06","","api.iteration_2.DepositAccountTest","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositNonExistingAccountTest"
"","33","API. Пользователь не может авторизоваться с невалидными данными Password содержит пробел","","2026-08-06","passed","2026-08-06","","api.iteration_1.LoginUserTest","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","698","API. Авторизованный пользователь не может пополнить счет невалидной суммой [2] depositAmount=0, errorMessage=Deposit amount must be at least 0.01","","2026-08-06","passed","2026-08-06","","api.iteration_2.DepositAccountTest","api.iteration_2.DepositAccountTest","authorizedUserCannotDepositAccountWithInvalidAmountTest"
"","1489","API. Авторизованный пользователь может перевести валидную сумму на счет другого пользователя [2] transferAmount=9999.99","","2026-08-06","passed","2026-08-06","","api.iteration_2.TransferFundsTest","api.iteration_2.TransferFundsTest","authorizedUserCanTransferValidAmountToAnotherUserAccountTest"
"","1375","API. Неавторизованный пользователь не может перевести валидную сумму на счет другого пользователя","","2026-08-06","passed","2026-08-06","","api.iteration_2.TransferFundsTest","api.iteration_2.TransferFundsTest","unauthorizedUserCannotTransferFundsTest"
"","556","API. Авторизованный пользователь с правами администратора может получить список пользователей","","2026-08-06","passed","2026-08-06","","api.iteration_3.GetAllUsersTest","api.iteration_3.GetAllUsersTest","authorizedUserWithAdminPermissionsCanGetUsersListTest"
"","237","API. Администратор не может создать пользователя с невалидными данными [9] userDto=CreateUserRequestDto(username=testX2p, password=password$1, role=USER), errorKey=password, errorValues=[Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","2026-08-06","passed","2026-08-06","","api.iteration_1.CreateUserTest","api.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","34","API. Пользователь не может авторизоваться с невалидными данными Пустой password","","2026-08-06","passed","2026-08-06","","api.iteration_1.LoginUserTest","api.iteration_1.LoginUserTest","userCannotGenerateAuthTokenWithInvalidDataTest"
"","584","API. Неавторизованный пользователь не может создать аккаунт","","2026-08-06","passed","2026-08-06","","api.iteration_1.CreateAccountTest","api.iteration_1.CreateAccountTest","unauthorizedUserCannotCreateAccountTest"
"","1473","API. Авторизованный пользователь не может перевести невалидную сумму на счет другого пользователя [1] transferAmount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","2026-08-06","passed","2026-08-06","","api.iteration_2.TransferFundsTest","api.iteration_2.TransferFundsTest","authorizedUserCannotTransferInvalidAmountToAnotherUserAccountTest"
"","647","API. Неавторизованный пользователь не может пополнить счет","","2026-08-06","passed","2026-08-06","","api.iteration_2.DepositAccountTest","api.iteration_2.DepositAccountTest","unauthorizedUserCannotDepositAccountTest"
"","129","API. Администратор не может удалить пользователя через невалидный id","","2026-08-06","passed","2026-08-06","","api.iteration_3.DeleteUserTest","api.iteration_3.DeleteUserTest","adminCannotDeleteUserWithInvalidIdTest"
